 index   name  length   s     betx   alfx   phixetax   etaxp  betz   alfz   phiz   etaz   etazp    x      xp     z      zp
 559     SDAC   1.90 208.29  18.19   0.11  10.78 -40.44  -0.51   3.64   0.98   5.91   0.00   0.00  -0.00  -0.00   0.00   0.00
 560     SDAC   1.90 210.19  17.98   0.00  10.79 -41.41  -0.51   1.86  -0.04   6.04   0.00   0.00  -0.00  -0.00   0.00   0.00
 561      BPM   0.00 212.10  18.17  -0.10  10.81 -42.38  -0.51   3.99  -1.07   6.16   0.00   0.00  -0.00  -0.00   0.00   0.00
 562     FCOR   0.00 212.10  18.17  -0.10  10.81 -42.38  -0.51   3.99  -1.07   6.16   0.00   0.00  -0.00  -0.00   0.00   0.00
 563      S10   0.00 212.10  18.17  -0.10  10.81 -42.38  -0.51   3.99  -1.07   6.16   0.00   0.00  -0.00  -0.00   0.00   0.00
 564      COR   0.00 212.10  18.17  -0.11  10.81 -42.38  -0.51   3.99  -1.07   6.16   0.00   0.00  -0.00  -0.00   0.00   0.00
 565      SD8   0.20 212.10  18.17  -0.11  10.81 -42.38 -15.71   3.99  -1.07   6.16   0.00   0.00  -0.00  -0.00   0.00   0.00
 566      Q10   0.32 212.30  18.22  -0.12  10.81 -45.52 -15.71   4.43  -1.18   6.17   0.00   0.00  -0.00  -0.00   0.00   0.00
 567      SD9   0.48 212.62  14.87   9.88  10.81 -45.88  13.47   6.30  -5.05   6.18   0.00   0.00  -0.00   0.00   0.00   0.00
 568      BPM   0.00 213.10   6.96   6.72  10.82 -39.47  13.47  12.07  -7.05   6.19   0.00   0.00  -0.00   0.00   0.00   0.00
 569       S9   0.00 213.10   6.96   6.72  10.82 -39.47  13.47  12.07  -7.05   6.19   0.00   0.00  -0.00   0.00   0.00   0.00
 570      COR   0.00 213.10   6.96   6.72  10.82 -39.47  13.47  12.07  -7.06   6.19   0.00   0.00  -0.00   0.00   0.00   0.00
 571      SD8   0.20 213.10   6.96   6.72  10.82 -39.47  13.47  12.07  -7.06   6.19   0.00   0.00  -0.00   0.00   0.00   0.00
 572       Q9   0.32 213.30   4.54   5.39  10.83 -36.77  13.47  15.06  -7.90   6.19   0.00   0.00  -0.00   0.00   0.00   0.00
 573      SD7   0.44 213.62   2.22   2.25  10.84 -35.56  -5.80  17.50   0.72   6.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 574     BEND   1.05 214.06   0.77   1.05  10.90 -38.11  -5.80  16.89   0.68   6.20   0.00   0.00  -0.00  -0.00   0.00   0.00
 575      SD7   0.44 215.11   1.55  -1.80  11.20 -44.07  -5.60  14.94   1.14   6.21   0.00   0.00  -0.00  -0.00   0.00   0.00
 576       Q6   0.32 215.55   3.66  -3.00  11.23 -46.53  -5.60  13.96   1.07   6.21   0.00   0.00  -0.00  -0.00   0.00   0.00
 577      SD5   0.20 215.87   6.45  -6.06  11.24 -51.05 -22.89  11.80   5.41   6.22   0.00   0.00  -0.00  -0.00   0.00   0.00
 578       S7   0.00 216.07   9.11  -7.23  11.24 -55.62 -22.89   9.74   4.90   6.22   0.00   0.00  -0.00  -0.00   0.00   0.00
 579      COR   0.00 216.07   9.11  -7.23  11.24 -55.62 -22.88   9.74   4.90   6.22   0.00   0.00  -0.00  -0.00   0.00   0.00
 580      SD4   0.39 216.07   9.11  -7.23  11.24 -55.62 -22.88   9.74   4.90   6.22   0.00   0.00  -0.00  -0.00   0.00   0.00
 581      BPM   0.00 216.46  15.64  -9.50  11.25 -64.55 -22.88   6.31   3.90   6.23   0.00   0.00  -0.00  -0.00   0.00   0.00
 582       Q7   0.46 216.46  15.64  -9.50  11.25 -64.55 -22.88   6.31   3.90   6.23   0.00   0.00  -0.00  -0.00   0.00   0.00
 583      SD3   0.20 216.92  16.69   7.59  11.25 -59.71  43.08   5.58  -2.07   6.24   0.00   0.00  -0.00   0.00   0.00   0.00
 584       S8   0.00 217.12  13.79   6.89  11.25 -51.09  43.08   6.45  -2.26   6.25   0.00   0.00  -0.00   0.00   0.00   0.00
 585      COR   0.00 217.12  13.79   6.88  11.25 -51.09  43.07   6.45  -2.26   6.25   0.00   0.00  -0.00   0.00   0.00   0.00
 586      SD2   0.39 217.12  13.79   6.88  11.25 -51.09  23.49   6.45  -2.26   6.25   0.00   0.00  -0.00   0.00   0.00   0.00
 587       Q8   0.32 217.51   8.96   5.51  11.26 -41.93  23.49   8.36  -2.63   6.26   0.00   0.00  -0.00   0.00   0.00   0.00
 588     FCOR   0.00 217.83   7.04   0.83  11.26 -37.91   2.05   8.57   2.01   6.26   0.00   0.00  -0.00   0.00   0.00   0.00
 589      BPM   0.00 217.83   7.04   0.83  11.26 -37.91   2.05   8.57   2.01   6.26   0.00   0.00  -0.00   0.00   0.00   0.00
 590     SD13   3.48 217.83   7.04   0.83  11.26 -37.91   2.05   8.57   2.01   6.26   0.00   0.00  -0.00   0.00   0.00   0.00
 591     SD13   3.48 221.31   4.18  -0.01  11.38 -30.76   2.05   1.71  -0.04   6.44   0.00   0.00  -0.00   0.00   0.00   0.00
 592      BPM   0.00 224.79   7.12  -0.84  11.49 -23.61   2.05   9.08  -2.08   6.62   0.00   0.00  -0.00   0.00   0.00   0.00
 593     FCOR   0.00 224.79   7.12  -0.84  11.49 -23.61   2.05   9.08  -2.08   6.62   0.00   0.00  -0.00   0.00   0.00   0.00
 594       Q8   0.32 224.79   7.12  -0.84  11.49 -23.61   2.05   9.08  -2.08   6.62   0.00   0.00  -0.00   0.00   0.00   0.00
 595      SD2   0.39 225.11   9.07  -5.58  11.49 -25.02 -11.00   8.83   2.83   6.62   0.00   0.00  -0.00  -0.00   0.00   0.00
 596       S8   0.00 225.50  13.96  -6.97  11.50 -29.31 -11.00   6.78   2.43   6.63   0.00   0.00  -0.00  -0.00   0.00   0.00
 597      COR   0.00 225.50  13.96  -6.97  11.50 -29.31 -11.00   6.78   2.43   6.63   0.00   0.00  -0.00  -0.00   0.00   0.00
 598      SD3   0.20 225.50  13.96  -6.97  11.50 -29.31 -30.59   6.78   2.43   6.63   0.00   0.00  -0.00  -0.00   0.00   0.00
 599       Q7   0.46 225.70  16.89  -7.68  11.50 -35.43 -30.59   5.85   2.23   6.64   0.00   0.00  -0.00  -0.00   0.00   0.00
 600      BPM   0.00 226.16  15.83   9.62  11.50 -40.43   9.68   6.54  -3.97   6.65   0.00   0.00  -0.00   0.00   0.00   0.00
 601      SD4   0.39 226.16  15.83   9.62  11.50 -40.43   9.68   6.54  -3.97   6.65   0.00   0.00  -0.00   0.00   0.00   0.00
 602       S7   0.00 226.55   9.22   7.32  11.51 -36.66   9.68  10.04  -4.98   6.66   0.00   0.00  -0.00   0.00   0.00   0.00
 603      COR   0.00 226.55   9.22   7.32  11.51 -36.66   9.69  10.04  -4.98   6.66   0.00   0.00  -0.00   0.00   0.00   0.00
 604      SD5   0.20 226.55   9.22   7.32  11.51 -36.66   9.69  10.04  -4.98   6.66   0.00   0.00  -0.00   0.00   0.00   0.00
 605       Q6   0.32 226.75   6.53   6.14  11.51 -34.72   9.69  12.13  -5.49   6.66   0.00   0.00  -0.00   0.00   0.00   0.00
 606      SD7   0.44 227.07   3.70   3.03  11.52 -33.57  -2.42  14.30  -1.03   6.66   0.00   0.00  -0.00  -0.00   0.00   0.00
 607     BEND   1.05 227.51   1.57   1.82  11.55 -34.63  -2.42  15.23  -1.09   6.67   0.00   0.00  -0.00  -0.00   0.00   0.00
 608      SD7   0.44 228.57   0.77  -1.06  11.85 -37.06  -2.22  17.06  -0.61   6.68   0.00   0.00  -0.00  -0.00   0.00   0.00
 609       Q9   0.32 229.01   2.24  -2.27  11.91 -38.04  -2.22  17.61  -0.65   6.68   0.00   0.00  -0.00  -0.00   0.00   0.00
 610      SD8   0.20 229.33   4.57  -5.44  11.92 -42.10 -23.57  15.11   8.00   6.69   0.00   0.00  -0.00  -0.00   0.00   0.00
 611       S9   0.00 229.53   7.02  -6.78  11.93 -46.82 -23.57  12.08   7.14   6.69   0.00   0.00  -0.00  -0.00   0.00   0.00
 612      COR   0.00 229.53   7.02  -6.78  11.93 -46.82 -23.57  12.08   7.14   6.69   0.00   0.00  -0.00  -0.00   0.00   0.00
 613      BPM   0.00 229.53   7.02  -6.78  11.93 -46.82 -23.57  12.08   7.14   6.69   0.00   0.00  -0.00  -0.00   0.00   0.00
 614      SD9   0.48 229.53   7.02  -6.78  11.93 -46.82 -23.57  12.08   7.14   6.69   0.00   0.00  -0.00  -0.00   0.00   0.00
 615      Q10   0.32 230.00  15.00  -9.97  11.94 -58.04 -23.57   6.26   5.09   6.70   0.00   0.00  -0.00  -0.00   0.00   0.00
 616      SD8   0.20 230.32  18.39   0.11  11.94 -59.60  13.99   4.36   1.23   6.71   0.00   0.00  -0.00   0.00   0.00   0.00
 617      S10   0.00 230.52  18.34   0.10  11.94 -56.80  13.99   3.89   1.11   6.71   0.00   0.00  -0.00   0.00   0.00   0.00
 618      COR   0.00 230.52  18.34   0.10  11.94 -56.80  13.99   3.89   1.12   6.71   0.00   0.00  -0.00   0.00   0.00   0.00
 619     FCOR   0.00 230.52  18.34   0.10  11.94 -56.80  -1.21   3.89   1.12   6.71   0.00   0.00  -0.00  -0.00   0.00   0.00
 620      BPM   0.00 230.52  18.34   0.10  11.94 -56.80  -1.21   3.89   1.12   6.71   0.00   0.00  -0.00  -0.00   0.00   0.00
 621     SDAC   1.90 230.52  18.34   0.10  11.94 -56.80  -1.21   3.89   1.12   6.71   0.00   0.00  -0.00  -0.00   0.00   0.00
 622     SDAC   1.90 232.43  18.18  -0.01  11.96 -59.11  -1.21   1.74   0.02   6.85   0.00   0.00  -0.00  -0.00   0.00   0.00
 623      BPM   0.00 234.33  18.41  -0.11  11.97 -61.42  -1.21   3.76  -1.08   6.98   0.00   0.00  -0.00  -0.00   0.00   0.00
 624     FCOR   0.00 234.33  18.41  -0.11  11.97 -61.42  -1.21   3.76  -1.08   6.98   0.00   0.00  -0.00  -0.00   0.00   0.00
 625      S10   0.00 234.33  18.41  -0.11  11.97 -61.42  -1.21   3.76  -1.08   6.98   0.00   0.00  -0.00  -0.00   0.00   0.00
 626      COR   0.00 234.33  18.41  -0.12  11.97 -61.42  -1.22   3.76  -1.08   6.98   0.00   0.00  -0.00  -0.00   0.00   0.00
 627      SD8   0.20 234.33  18.41  -0.12  11.97 -61.42 -16.41   3.76  -1.08   6.98   0.00   0.00  -0.00  -0.00   0.00   0.00
 628      Q10   0.32 234.53  18.46  -0.13  11.98 -64.70 -16.41   4.21  -1.19   6.99   0.00   0.00  -0.00  -0.00   0.00   0.00
 629      SD9   0.48 234.85  15.07  10.00  11.98 -63.39  24.48   6.05  -4.93   7.00   0.00   0.00  -0.00   0.00   0.00   0.00
 630      BPM   0.00 235.33   7.06   6.81  11.99 -51.73  24.48  11.70  -6.92   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 631       S9   0.00 235.33   7.06   6.81  11.99 -51.73  24.48  11.70  -6.92   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 632      COR   0.00 235.33   7.06   6.81  11.99 -51.73  24.49  11.70  -6.93   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 633      SD8   0.20 235.33   7.06   6.81  11.99 -51.73  24.49  11.70  -6.93   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 634       Q9   0.32 235.53   4.61   5.47  11.99 -46.83  24.49  14.64  -7.77   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 635      SD7   0.44 235.85   2.26   2.28  12.01 -42.88   0.59  17.07   0.61   7.01   0.00   0.00  -0.00   0.00   0.00   0.00
 636     BEND   1.05 236.29   0.78   1.07  12.06 -42.62   0.59  16.55   0.57   7.02   0.00   0.00  -0.00   0.00   0.00   0.00
 637      SD7   0.44 237.34   1.54  -1.80  12.36 -41.90   0.79  14.82   1.04   7.03   0.00   0.00  -0.00   0.00   0.00   0.00
 638       Q6   0.32 237.78   3.65  -3.01  12.39 -41.55   0.79  13.93   0.98   7.03   0.00   0.00  -0.00   0.00   0.00   0.00
 639      SD5   0.20 238.10   6.46  -6.08  12.40 -43.70 -14.32  11.83   5.33   7.04   0.00   0.00  -0.00  -0.00   0.00   0.00
 640       S7   0.00 238.30   9.12  -7.25  12.41 -46.56 -14.32   9.80   4.84   7.04   0.00   0.00  -0.00  -0.00   0.00   0.00
 641      COR   0.00 238.30   9.12  -7.25  12.41 -46.56 -14.31   9.80   4.83   7.04   0.00   0.00  -0.00  -0.00   0.00   0.00
 642      SD4   0.39 238.30   9.12  -7.25  12.41 -46.56 -14.31   9.80   4.83   7.04   0.00   0.00  -0.00  -0.00   0.00   0.00
 643      BPM   0.00 238.69  15.67  -9.54  12.41 -52.14 -14.31   6.41   3.86   7.05   0.00   0.00  -0.00  -0.00   0.00   0.00
 644       Q7   0.46 238.69  15.67  -9.54  12.41 -52.14 -14.31   6.41   3.86   7.05   0.00   0.00  -0.00  -0.00   0.00   0.00
 645      SD3   0.20 239.15  16.74   7.59  12.42 -46.46  38.03   5.75  -2.23   7.06   0.00   0.00  -0.00   0.00   0.00   0.00
 646       S8   0.00 239.35  13.84   6.89  12.42 -38.86  38.03   6.69  -2.43   7.06   0.00   0.00  -0.00   0.00   0.00   0.00
 647      COR   0.00 239.35  13.84   6.89  12.42 -38.86  38.03   6.69  -2.43   7.06   0.00   0.00  -0.00   0.00   0.00   0.00
 648      SD2   0.39 239.35  13.84   6.89  12.42 -38.86  18.41   6.69  -2.43   7.06   0.00   0.00  -0.00   0.00   0.00   0.00
 649       Q8   0.32 239.74   9.00   5.52  12.42 -31.68  18.41   8.74  -2.83   7.07   0.00   0.00  -0.00   0.00   0.00   0.00
 650     FCOR   0.00 240.06   7.08   0.82  12.43 -28.42   2.27   9.01   2.03   7.08   0.00   0.00  -0.00   0.00   0.00   0.00
 651      BPM   0.00 240.06   7.08   0.82  12.43 -28.42   2.27   9.01   2.03   7.08   0.00   0.00  -0.00   0.00   0.00   0.00
 652     SD13   3.48 240.06   7.08   0.82  12.43 -28.42   2.27   9.01   2.03   7.08   0.00   0.00  -0.00   0.00   0.00   0.00
 653     SD13   3.48 243.54   4.24  -0.00  12.54 -20.50   2.27   1.76   0.05   7.25   0.00   0.00  -0.00   0.00   0.00   0.00
 654      BPM   0.00 247.03   7.12  -0.82  12.65 -12.58   2.27   8.31  -1.93   7.43   0.00   0.00  -0.00   0.00   0.00   0.00
 655     FCOR   0.00 247.03   7.12  -0.82  12.65 -12.58   2.27   8.31  -1.93   7.43   0.00   0.00  -0.00   0.00   0.00   0.00
 656       Q8   0.32 247.03   7.12  -0.82  12.65 -12.58   2.27   8.31  -1.93   7.43   0.00   0.00  -0.00   0.00   0.00   0.00
 657      SD2   0.39 247.35   9.06  -5.56  12.66 -12.94  -4.58   8.09   2.56   7.44   0.00   0.00  -0.00  -0.00   0.00   0.00
 658       S6   0.00 247.74  13.93  -6.93  12.66 -14.72  -4.58   6.24   2.20   7.44   0.00   0.00  -0.00  -0.00   0.00   0.00
 659      COR   0.00 247.74  13.93  -6.94  12.66 -14.72  -4.58   6.24   2.20   7.44   0.00   0.00  -0.00  -0.00   0.00   0.00
 660      SD3   0.20 247.74  13.93  -6.94  12.66 -14.72 -22.95   6.24   2.20   7.44   0.00   0.00  -0.00  -0.00   0.00   0.00
 661       Q7   0.46 247.94  16.84  -7.64  12.66 -19.31 -22.95   5.40   2.01   7.45   0.00   0.00  -0.00  -0.00   0.00   0.00
 662      BPM   0.00 248.40  15.77   9.60  12.67 -24.71   0.42   6.09  -3.76   7.46   0.00   0.00  -0.00   0.00   0.00   0.00
 663      SD4   0.39 248.40  15.77   9.60  12.67 -24.71   0.42   6.09  -3.76   7.46   0.00   0.00  -0.00   0.00   0.00   0.00
 664       S5   0.00 248.79   9.18   7.30  12.67 -24.54   0.42   9.41  -4.73   7.47   0.00   0.00  -0.00   0.00   0.00   0.00
 665      COR   0.00 248.79   9.18   7.30  12.67 -24.54   0.42   9.41  -4.73   7.47   0.00   0.00  -0.00   0.00   0.00   0.00
 666      SD5   0.20 248.79   9.18   7.30  12.67 -24.54   0.42   9.41  -4.73   7.47   0.00   0.00  -0.00   0.00   0.00   0.00
 667       Q6   0.32 248.99   6.49   6.12  12.68 -24.46   0.42  11.40  -5.23   7.47   0.00   0.00  -0.00   0.00   0.00   0.00
 668      SD7   0.44 249.31   3.68   3.03  12.69 -25.74  -8.48  13.48  -1.04   7.48   0.00   0.00  -0.00  -0.00   0.00   0.00
 669     BEND   1.05 249.75   1.55   1.81  12.72 -29.47  -8.48  14.43  -1.11   7.48   0.00   0.00  -0.00  -0.00   0.00   0.00
 670      SD7   0.44 250.80   0.78  -1.08  13.02 -38.23  -8.28  16.33  -0.66   7.49   0.00   0.00  -0.00  -0.00   0.00   0.00
 671       Q4   0.32 251.24   2.27  -2.29  13.07 -41.87  -8.28  16.93  -0.70   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 672      SD8   0.20 251.56   4.52  -5.06  13.09 -47.60 -28.00  15.04   6.32   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 673       S3   0.00 251.76   6.78  -6.24  13.09 -53.21 -28.00  12.62   5.77   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 674      COR   0.00 251.76   6.78  -6.24  13.09 -53.21 -28.00  12.62   5.77   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 675      BPM   0.00 251.76   6.78  -6.24  13.09 -53.21 -28.00  12.62   5.77   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 676      SD9   0.48 251.76   6.78  -6.24  13.09 -53.21 -28.00  12.62   5.77   7.50   0.00   0.00  -0.00  -0.00   0.00   0.00
 677       Q5   0.32 252.23  14.06  -9.05  13.10 -66.54 -28.00   7.74   4.48   7.51   0.00   0.00  -0.00  -0.00   0.00   0.00
 678     SD10   0.47 252.55  17.14   0.04  13.10 -68.87  13.65   6.39   0.02   7.52   0.00   0.00  -0.00   0.00   0.00   0.00
 679      BPM   0.00 253.02  17.12   0.01  13.11 -62.46  13.65   6.40  -0.05   7.53   0.00   0.00  -0.00   0.00   0.00   0.00
 680       S4   0.00 253.02  17.12   0.01  13.11 -62.46  13.65   6.40  -0.05   7.53   0.00   0.00  -0.00   0.00   0.00   0.00
 681      COR   0.00 253.02  17.12   0.00  13.11 -62.46  13.64   6.40  -0.05   7.53   0.00   0.00  -0.00   0.00   0.00   0.00
 682     SD12   0.47 253.02  17.12   0.00  13.11 -62.46 -19.01   6.40  -0.05   7.53   0.00   0.00  -0.00  -0.00   0.00   0.00
 683       Q5   0.32 253.49  17.13  -0.03  13.11 -71.39 -19.01   6.48  -0.12   7.54   0.00   0.00  -0.00  -0.00   0.00   0.00
 684      SD9   0.48 253.81  14.05   9.05  13.12 -70.48  24.63   7.93  -4.68   7.55   0.00   0.00  -0.00   0.00   0.00   0.00
 685      BPM   0.00 254.29   6.76   6.24  13.12 -58.75  24.63  13.04  -6.05   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 686       S3   0.00 254.29   6.76   6.24  13.12 -58.75  24.63  13.04  -6.05   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 687      COR   0.00 254.29   6.76   6.24  13.12 -58.75  24.63  13.04  -6.06   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 688      SD8   0.20 254.29   6.76   6.24  13.12 -58.75  24.63  13.04  -6.06   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 689       Q4   0.32 254.49   4.51   5.06  13.13 -53.82  24.63  15.58  -6.63   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 690      SD7   0.44 254.81   2.26   2.29  13.15 -49.64   1.83  17.59   0.64   7.56   0.00   0.00  -0.00   0.00   0.00   0.00
 691     BEND   1.05 255.25   0.78   1.07  13.20 -48.83   1.83  17.04   0.60   7.57   0.00   0.00  -0.00   0.00   0.00   0.00
 692      SD6   0.79 256.30   1.56  -1.82  13.50 -46.82   2.02  15.23   1.08   7.58   0.00   0.00  -0.00   0.00   0.00   0.00
 693       S2   0.00 257.09   6.17  -4.01  13.54 -45.22   2.02  13.61   0.97   7.59   0.00   0.00  -0.00   0.00   0.00   0.00
 694      COR   0.00 257.09   6.17  -4.01  13.54 -45.22   2.03  13.61   0.97   7.59   0.00   0.00  -0.00   0.00   0.00   0.00
 695      SD5   0.20 257.09   6.17  -4.01  13.54 -45.22   2.03  13.61   0.97   7.59   0.00   0.00  -0.00   0.00   0.00   0.00
 696       Q3   0.32 257.29   7.89  -4.56  13.55 -44.82   2.03  13.23   0.94   7.59   0.00   0.00  -0.00   0.00   0.00   0.00
 697     SD14   0.59 257.61  11.84  -8.08  13.55 -45.82  -8.31  11.73   3.65   7.59   0.00   0.00  -0.00  -0.00   0.00   0.00
 698      BPM   0.00 258.20  23.32 -11.38  13.56 -50.72  -8.31   7.84   2.93   7.60   0.00   0.00  -0.00  -0.00   0.00   0.00
 699       Q2   0.46 258.20  23.32 -11.38  13.56 -50.72  -8.31   7.84   2.93   7.60   0.00   0.00  -0.00  -0.00   0.00   0.00
 700      SD3   0.20 258.66  25.02   8.15  13.56 -45.40  30.71   7.94  -3.17   7.61   0.00   0.00  -0.00   0.00   0.00   0.00
 701       S1   0.00 258.86  21.87   7.61  13.56 -39.26  30.71   9.26  -3.44   7.62   0.00   0.00  -0.00   0.00   0.00   0.00
 702      COR   0.00 258.86  21.87   7.61  13.56 -39.26  30.71   9.26  -3.44   7.62   0.00   0.00  -0.00   0.00   0.00   0.00
 703      SD2   0.39 258.86  21.87   7.61  13.56 -39.26  13.04   9.26  -3.44   7.62   0.00   0.00  -0.00   0.00   0.00   0.00
 704       Q1   0.32 259.25  16.34   6.56  13.56 -34.18  13.04  12.16  -3.98   7.62   0.00   0.00  -0.00   0.00   0.00   0.00
 705     FCOR   0.00 259.57  14.15   0.57  13.57 -32.01   0.60  13.23   0.79   7.63   0.00   0.00  -0.00   0.00   0.00   0.00
 706      BPM   0.00 259.57  14.15   0.57  13.57 -32.01   0.60  13.23   0.79   7.63   0.00   0.00  -0.00   0.00   0.00   0.00
 707      SD1   6.00 259.57  14.15   0.57  13.57 -32.01   0.60  13.23   0.79   7.63   0.00   0.00  -0.00   0.00   0.00   0.00
 708    SECT4   0.00 265.57  10.71   0.01  13.65 -28.39   0.60   8.18   0.05   7.72   0.00   0.00  -0.00   0.00   0.00   0.00
 709      SD1   6.00 265.57  10.71   0.01  13.65 -28.39   0.60   8.18   0.05   7.72   0.00   0.00  -0.00   0.00   0.00   0.00
 710      BPM   0.00 271.57  14.00  -0.55  13.73 -24.76   0.60  11.97  -0.68   7.83   0.00   0.00  -0.00   0.00   0.00   0.00
 711     FCOR   0.00 271.57  14.00  -0.55  13.73 -24.76   0.60  11.97  -0.68   7.83   0.00   0.00  -0.00   0.00   0.00   0.00
 712       Q1   0.32 271.57  14.00  -0.55  13.73 -24.76   0.60  11.97  -0.68   7.83   0.00   0.00  -0.00   0.00   0.00   0.00
 713      SD2   0.39 271.89  16.16  -6.48  13.73 -26.08  -8.95  10.98   3.62   7.83   0.00   0.00  -0.00  -0.00   0.00   0.00
 714       S1   0.00 272.28  21.62  -7.52  13.74 -29.58  -8.95   8.35   3.12   7.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 715      COR   0.00 272.28  21.62  -7.52  13.74 -29.58  -8.95   8.35   3.12   7.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 716      SD3   0.20 272.28  21.62  -7.52  13.74 -29.58 -26.62   8.35   3.12   7.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 717       Q2   0.46 272.48  24.73  -8.05  13.74 -34.90 -26.62   7.16   2.86   7.84   0.00   0.00  -0.00  -0.00   0.00   0.00
 718      BPM   0.00 272.94  23.05  11.26  13.74 -40.29   3.90   7.06  -2.64   7.85   0.00   0.00  -0.00   0.00   0.00   0.00
 719     SD14   0.59 272.94  23.05  11.26  13.74 -40.29   3.90   7.06  -2.64   7.85   0.00   0.00  -0.00   0.00   0.00   0.00
 720       Q3   0.32 273.53  11.69   7.99  13.75 -37.99   3.90  10.57  -3.30   7.86   0.00   0.00  -0.00   0.00   0.00   0.00
 721      SD5   0.20 273.85   7.79   4.51  13.75 -38.12  -4.78  11.94  -0.86   7.87   0.00   0.00  -0.00  -0.00   0.00   0.00
 722       S2   0.00 274.05   6.09   3.96  13.76 -39.08  -4.78  12.29  -0.89   7.87   0.00   0.00  -0.00  -0.00   0.00   0.00
 723      COR   0.00 274.05   6.09   3.97  13.76 -39.08  -4.77  12.29  -0.90   7.87   0.00   0.00  -0.00  -0.00   0.00   0.00
 724      SD6   0.79 274.05   6.09   3.97  13.76 -39.08  -4.77  12.29  -0.90   7.87   0.00   0.00  -0.00  -0.00   0.00   0.00
 725     BEND   1.05 274.84   1.54   1.80  13.80 -42.85  -4.77  13.80  -1.01   7.88   0.00   0.00  -0.00  -0.00   0.00   0.00
 726      SD7   0.44 275.89   0.78  -1.07  14.10 -47.74  -4.58  15.52  -0.60   7.89   0.00   0.00  -0.00  -0.00   0.00   0.00
 727       Q4   0.32 276.33   2.26  -2.28  14.15 -49.76  -4.58  16.06  -0.63   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 728      SD8   0.20 276.65   4.49  -5.03  14.17 -54.85 -27.64  14.25   6.02   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 729       S3   0.00 276.85   6.74  -6.20  14.17 -60.38 -27.64  11.95   5.50   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 730      COR   0.00 276.85   6.74  -6.20  14.17 -60.38 -27.63  11.95   5.49   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 731      BPM   0.00 276.85   6.74  -6.20  14.17 -60.38 -27.63  11.95   5.49   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 732      SD9   0.48 276.85   6.74  -6.20  14.17 -60.38 -27.63  11.95   5.49   7.90   0.00   0.00  -0.00  -0.00   0.00   0.00
 733       Q5   0.32 277.33  13.98  -8.99  14.18 -73.54 -27.63   7.31   4.25   7.91   0.00   0.00  -0.00  -0.00   0.00   0.00
 734     SD12   0.47 277.65  17.04   0.04  14.19 -75.09  18.08   6.02   0.04   7.92   0.00   0.00  -0.00   0.00   0.00   0.00
 735       S4   0.00 278.12  17.02   0.01  14.19 -66.59  18.08   6.02  -0.04   7.93   0.00   0.00  -0.00   0.00   0.00   0.00
 736      COR   0.00 278.12  17.02   0.00  14.19 -66.59  18.07   6.02  -0.03   7.93   0.00   0.00  -0.00   0.00   0.00   0.00
 737      BPM   0.00 278.12  17.02   0.00  14.19 -66.59 -14.58   6.02  -0.03   7.93   0.00   0.00  -0.00  -0.00   0.00   0.00
 738     SD10   0.47 278.12  17.02   0.00  14.19 -66.59 -14.58   6.02  -0.03   7.93   0.00   0.00  -0.00  -0.00   0.00   0.00
 739       Q5   0.32 278.59  17.03  -0.02  14.19 -73.44 -14.58   6.09  -0.11   7.94   0.00   0.00  -0.00  -0.00   0.00   0.00
 740      SD9   0.48 278.91  13.96   8.99  14.20 -70.96  29.84   7.44  -4.40   7.95   0.00   0.00  -0.00   0.00   0.00   0.00
 741      BPM   0.00 279.39   6.72   6.20  14.20 -56.75  29.84  12.25  -5.70   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
 742       S3   0.00 279.39   6.72   6.20  14.20 -56.75  29.84  12.25  -5.70   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
 743      COR   0.00 279.39   6.72   6.20  14.20 -56.75  29.84  12.25  -5.70   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
 744      SD8   0.20 279.39   6.72   6.20  14.20 -56.75  29.84  12.25  -5.70   7.96   0.00   0.00  -0.00   0.00   0.00   0.00
